,mass,count,isolated
812,613.374617607843,205,False
813,659.380114036885,204,False
814,495.332718927536,204,False
815,356.322009412811,204,True
816,615.353865155462,204,False
817,581.296754315384,204,False
818,527.322532114983,204,False
819,553.265447277344,204,False
820,643.348816653061,204,False
821,313.129253544061,204,True
822,539.410563034616,204,True
823,355.045916813853,204,True
824,295.227871367273,204,False
825,615.390301255062,203,False
826,367.082304391111,203,False
827,425.051414672566,203,False
828,675.411390547718,203,False
829,267.23297169395,203,False
830,345.228263426574,203,False
831,569.421130738637,203,False
832,429.176613777311,203,False
833,553.338151696296,203,False
834,503.374046903346,203,False
835,655.385019504132,203,False
836,551.39530661397,203,False
837,421.259503173077,203,False
838,549.379655175097,203,False
839,627.390251135999,202,False
840,539.468061530822,202,False
841,413.218030884615,202,False
842,469.077642696833,202,False
843,411.072145570176,202,False
844,521.388023597701,202,False
845,566.478956706294,202,False
846,467.061989509009,202,False
847,739.551785226054,202,False
848,483.093317127273,201,False
849,403.321741255474,201,False
850,577.265490535088,201,False
851,557.312033491597,201,False
852,391.139786418919,201,False
853,413.051403054054,201,False
854,529.207940472727,201,False
855,567.353908507408,201,False
856,427.067061520362,201,False
857,511.473162524476,201,False
858,453.176619624434,201,False
859,657.364531978449,201,False
860,431.171119018018,200,False
861,419.243846117155,200,False
862,455.061979105505,200,False
863,619.348797251082,200,False
864,671.380105242553,200,False
865,381.300999444445,200,False
866,499.291290231884,200,False
867,635.452800380392,200,False
868,661.439113945848,199,True
869,411.035759721461,199,True
870,537.488787101046,199,False
871,357.103830582222,199,False
872,469.257160837607,199,True
873,457.22313849345,199,False
874,507.405505292308,199,False
875,579.390254121673,199,False
876,453.082733125561,199,False
877,569.348386292683,199,False
878,353.196994555985,199,False
879,479.446966996403,199,False
880,535.473087793893,198,False
881,659.489247027888,198,False
882,371.098355822728,198,False
883,311.113600921053,198,False
884,471.056891247706,198,False
885,455.192271206897,198,False
886,619.461450070866,198,False
887,535.218503739535,198,False
888,365.124204523365,198,False
889,437.327217898877,198,False
890,479.098388511312,198,False
891,527.249811458167,197,False
892,513.213007013637,197,False
893,589.301850928251,197,False
894,511.088216745536,197,False
895,649.432079733067,197,False
896,471.332708474074,197,False
897,327.144890736402,197,False
898,569.405910959559,197,False
899,399.275179433692,197,False
900,499.254877685606,197,False
901,385.113977630137,197,False
902,621.400808779923,197,False
903,571.34882761194,197,False
904,625.410972296875,197,False
905,415.067055438679,197,False
906,431.280230470588,197,False
907,271.227826615942,196,False
908,269.248591487455,196,False
909,513.234129526105,196,False
910,509.202850384977,196,False
911,617.384766507092,196,True
912,641.36951754661,196,True
913,403.176161152778,196,False
914,435.347951538462,196,False
915,377.08555972,196,True
916,479.062006842593,196,True
917,527.410537804427,196,False
918,457.077634561321,196,False
919,537.452429263538,196,False
920,603.466333183149,196,False
921,685.432117,195,False
922,457.280703028777,195,False
923,451.160970791469,195,False
924,613.504859090253,195,False
925,669.422015724138,195,False
926,617.442169200803,195,False
927,383.134747831776,195,False
928,439.076346789238,195,True
929,627.484006870504,195,False
930,471.384332271478,195,False
931,604.425129596638,195,False
932,605.333153509091,195,False
933,521.45749294096,195,False
934,477.082715772093,195,True
935,563.395305644,195,False
936,561.234182521531,195,False
937,501.39490447619,194,False
938,445.353450582644,194,False
939,455.410539796364,194,False
940,413.087787905213,194,False
941,655.442607710622,194,False
942,355.212589473881,194,False
943,637.395745458498,194,False
944,683.489235179916,194,False
945,609.473466527881,194,False
946,481.46259674744,194,False
947,483.238838737778,194,False
948,673.471981809524,194,False
949,687.447798205021,194,False
950,557.369532205882,194,False
951,425.087748598131,193,True
952,391.298411026316,193,True
953,313.078462868327,193,True
954,723.472359981482,193,True
955,483.056946305165,193,True
956,641.463339666667,193,False
957,519.18720556872,193,True
958,649.359363089285,193,False
959,399.166039405172,193,False
960,511.270120004184,193,False
961,415.176185990697,193,False
962,423.072128231481,193,False
963,653.47867364876,193,False
964,497.072558018957,192,False
965,493.244387502127,192,False
966,513.379752774704,192,False
967,371.077181412037,192,False
968,579.463004486692,192,False
969,547.400321360324,192,False
970,469.041255948113,192,False
971,357.264669992248,192,False
972,401.087742527778,192,False
973,463.088185442857,192,True
974,583.312449039526,192,False
975,509.451205049383,191,True
976,321.134329976304,191,False
977,555.390222593024,191,False
978,533.384659796812,191,False
979,429.285740041985,191,False
980,576.430209911505,191,False
981,513.394868719231,191,False
982,701.463453373913,190,False
983,581.457510441064,190,False
984,343.045951037558,190,False
985,407.134732024272,190,False
986,581.515019091241,190,False
987,505.386986349794,190,True
988,653.405992165957,190,False
989,495.056912451923,190,False
990,527.301447995671,190,False
991,465.0463268,190,False
992,575.249843971292,190,False
993,385.092809518868,190,True
994,527.228679009389,190,False
995,523.088222793269,190,False
996,373.129224627803,190,True
997,581.405889276923,190,False
998,581.36950797318,190,False
999,583.436824541502,190,False
1000,339.324007503968,190,True
1001,361.129245270142,189,False
1002,507.093281028846,189,False
1003,651.497076287672,189,True
1004,395.134706338235,189,False
1005,375.108465938679,189,False
1006,549.234122309524,189,False
1007,681.385677255507,189,False
1008,351.326826830258,188,False
1009,543.405465845239,188,False
1010,401.124155468293,188,False
1011,397.150349584541,188,False
1012,367.103451835681,188,True
1013,589.414393030043,188,False
1014,397.056488183962,188,False
1015,455.09838582266,188,False
1016,389.196987375,188,False
1017,369.334102390351,188,False
1018,509.108953385366,188,False
1019,473.072557096154,188,False
1020,369.155413543933,188,False
1021,579.499360191336,188,False
1022,658.508503636029,188,False
1023,429.322154625926,188,False
1024,387.144874041096,188,False
1025,621.364440977778,187,False
1026,431.228652309322,187,False
1027,541.301802217055,187,False
1028,457.359801742537,187,True
1029,441.046315908654,187,False
1030,535.385152358744,187,True
1031,555.317467890625,187,False
1032,677.42702977876,187,False
1033,381.061546019139,187,False
1034,471.202431279412,187,False
1035,561.419381606426,187,False
1036,335.150038195238,187,False
1037,617.333171220657,187,False
1038,381.228250633466,187,False
1039,471.093286492683,187,False
1040,453.046331407767,187,False
1041,361.232467948357,187,True
1042,560.481432767933,187,False
1043,401.196912743843,187,False
1044,489.343299702811,186,False
1045,429.082714802956,186,False
1046,489.176633841584,186,False
1047,651.375049414847,186,False
1048,551.431679924303,186,False
1049,603.317509124402,186,False
1050,311.775544542735,186,True
1051,335.186379425233,186,False
1052,755.546763549586,186,False
1053,453.431307474452,186,False
1054,661.359410849056,186,False
1055,619.444270109244,186,False
1056,397.0928683125,186,False
1057,367.04594304902,185,True
1058,519.372388911504,185,False
1059,369.061540769608,185,False
1060,307.136219617511,185,True
1061,663.411431182222,185,False
1062,513.067465862069,185,False
1063,443.061960243781,185,False
1064,577.410921376569,185,False
1065,443.228657909836,185,False
1066,511.124586064356,184,False
1067,471.166060343284,184,True
1068,435.07213458,184,False
1069,525.103815044554,184,True
